,handle,tweet
1181,1,"Trump retweets white nationalists. 
He talks about banning Muslims. 
And yes, he talks about curtailing press freedom as well."
1182,1,Trump is harkening back to the most shameful chapters of our history and appealing to the ugliest impulses of our society.
1183,1,"It’s past time for comprehensive immigration reform, and we’re going to do everything we can to get it done: https://t.co/M3doGLY5rL"
1184,1,"We’ve got to help every family afford the books, computers, and internet access that our kids need to learn in the 21st century."
1185,1,Rosa Parks opened up every seat on the bus. Now we’ve got to expand economic opportunity so everyone can afford the fare.
1186,1,"The Great Recession hit our whole country hard, but the toll was especially hard on black and Latino families."
1187,1,Tune in to watch Hillary speak live with the @NABJ and the @NAHJ: https://t.co/nNYrAM60IC
1188,1,"""Trump is not only unqualified for the job, but he may well pose a threat to our national security."" —Michael Morell https://t.co/zmI3BOCH9Y"
1189,0,"Hillary Clinton has bad judgment and is unfit to serve as President.
https://t.co/3EzG620fpT"
1190,1,"We don't know why Trump and Putin praise each other so much and share many foreign policies.

We'll let you guess.
https://t.co/N6ySNJ3zE5"
1191,0,"The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!"
1192,1,"Watch an exclusive interview with @POTUS backstage at the Democratic Convention.
https://t.co/EJ9xI5Eflx"
1193,0,President Obama should ask the DNC about how they rigged the election against Bernie.
1194,0,"See you tomorrow w/ Gov. @Mike_Pence, Iowa &amp; Wisconsin! 
3pm- https://t.co/3Hcnzj0Slx
7pm- https://t.co/sEwLWkn1Sz https://t.co/UODSMp0oTo"
1195,1,"None of us can raise a family, build a business, heal a community, or lift a country alone. It takes a village. https://t.co/wOdhhdd0pb"
1196,1,"Obama on whether Trump could be trusted with US nuclear weapons: ""Make your own judgment"" https://t.co/6OZtrfIwim https://t.co/Nj20PaXF2o"
1197,1,Wish @POTUS a happy birthday. Sign his card: https://t.co/YroKwbRvYX
1198,1,"""If you're not registered, and you're eligible as an American citizen, please go sign up."" —Hillary in Nevada: https://t.co/tTgeqxNqYm"
1199,1,Anyone who you can provoke with a tweet should not be anywhere near nuclear weapons: https://t.co/NLP0SRnuYt
1200,1,"""We're going to work to make the biggest investment in new, good-paying jobs since World War II"" —Hillary https://t.co/6v6XcdsZYa"
1201,0,"Great meeting all of you. This group knocked on 50K doors &amp; counting here in Maine, thank you! @MaineGOP  https://t.co/Iui1F2z9ca"
1202,1,"Every week, @realDonaldTrump hits a new low. https://t.co/LBrTdE2n7v"
1203,1,Most of Trump's merchandise is MADE IN (just about everywhere except) THE USA. https://t.co/A0d7fxyzXx
1204,1,"""That’s what 21st century feminism is about: The idea that when everybody is equal, we are all more free."" —@POTUS https://t.co/6Ou7XEOE3j"
1205,0,"Looking forward to IA &amp; WI with Gov. Pence, tomorrow. Join us! #MAGA
https://t.co/3Hcnzj0Slx
https://t.co/sEwLWkn1Sz https://t.co/0Ei3EdQdXB"
1206,1,What our economy needs: The largest investment in creating good-paying jobs since World War II. https://t.co/uDdkrA2myo
1207,1,"Happy birthday, @POTUS. https://t.co/5u1HAPnDI9"
1208,1,The @HoustonChron almost always backs the GOP nominee for president. Here’s why they endorsed Hillary in 2016: https://t.co/l2AYf74YS4
1209,0,"Thank you Jacksonville, Florida!
#MakeAmericaGreatAgain 
https://t.co/xrTQjt9WOC https://t.co/VSnBoQYoZs"
1210,0,"Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! #LESM #MAGA https://t.co/QoxJf4Xzbc"
1211,1,"""I will take on the gun lobby for commonsense gun safety reform.” —Hillary: https://t.co/TVwy0XqOKH"
1212,1,We are setting a goal to register 3 million more American citizens to vote: https://t.co/eLBTOMvqvk
1213,1,As president I will defend and protect America’s public lands. https://t.co/Jb7DXwL9WS
1214,1,Anyone who can be provoked by a tweet shouldn’t be anywhere near nuclear weapons.
1215,1,"""There is no doubt in my mind that Donald Trump is unqualified and unfit to be Commander-in-Chief.” —Hillary"
1216,1,"""I was Capt. Khan’s commander in Iraq. The Khan family is our family."" https://t.co/Y1myW1WGjN via @PostOpinions"
1217,1,"Trump thinks it's too hard to make his products in America, so we went and found 100 US manufacturers he could use. https://t.co/FCUCLJb1nr"
1218,0,"Join me in Colorado, today! Look forward to seeing you!

Denver- 2pm
https://t.co/8VbvJYDa4F

Colorado Springs- 6pm
https://t.co/GZwqr4NbR0"
1219,1,"Lincoln: ""War, at its best, is terrible.""
Trump: ""I love war.""

How Trump's words compare to former presidents': https://t.co/FFykARMR8m"
1220,0,"Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!"
1221,1,22 memorable moments from the Democratic Convention that you probably missed: https://t.co/xnvFiEKlJC https://t.co/bLqoDfFfvc
1222,1,Just 98 days until Election Day. Here are 98 things that depend on the choice we make on November 8: https://t.co/RDRCEOJ4N4
1223,0,My daughter @IvankaTrump will be on @Greta tonight at 7pm. Enjoy! https://t.co/QySC5PLFMy
1224,1,An important step forward on pay equity in Massachusetts. Women deserve equal pay across our nation. https://t.co/s560mVbiGQ
1225,1,"No, this seriously happened... https://t.co/kAptsQAWR1"
1226,1,"First Trump attacked the Hotel Roanoke. Then a Gold Star VA family. Today, he kicked a baby out of a VA rally. Virginia is not for haters!"
1227,0,Report raises questions about ‘Clinton Cash’ from Russians during ‘reset' https://t.co/vVcAzY2zcp
1228,0,Democrat Fire Marshal Turns THOUSANDS of Trump Supporters Away at Columbus Rally https://t.co/TO8oE5cv8Z via @gatewaypundit
1229,0,"#ICYMI: John Podesta’s Brother Pocketed $180,000 from Putin’s Uranium Company: https://t.co/d0LfyiBlvX https://t.co/I5fF3didZs"
1230,1,"Under Trump, our economy would lose 3.5 million jobs.

Hillary's plan would create 10.4 million—in one term alone. https://t.co/MsVrIdXbDF"
1231,0,"Join me in Florida tomorrow! 
#MakeAmericaGreatAgain 

Daytona | 3pm- 
https://t.co/jbOS2s4qGI

Jacksonville | 7pm- 
https://t.co/XSF1kp7R54"
1232,0,STATEMENT IN RESPONSE TO PRESIDENT OBAMA'S FAILED LEADERSHIP: https://t.co/SPgFIFuSO7
1233,1,"President Obama strongly rebukes Donald Trump: He is ""unfit to serve as president"" https://t.co/tFiDnVuOD4 https://t.co/AeentEOpfq"
1234,0,Thank you Virginia! #ImWithYou https://t.co/9inCh1BVwM
1235,1,This from a man who says he’s “sacrificed” for our country. https://t.co/oId7LJdrx8
1236,1,"The #DemConvention painted a bright picture of America—filled with diversity, love &amp; hope.

The RNC was...different. https://t.co/Vo71rzElsE"
1237,1,12 moments from the past week that will make you proud to be a Democrat: https://t.co/rNqHyg5CrL
1238,1,".@realDonaldTrump, when someone puts in the work, you are supposed to pay them.
https://t.co/fDVl1mWxrU"
1239,1,"A former McCain advisor says Hillary's policies ""will result in a stronger U.S. economy under almost any scenario."" https://t.co/TGh3Zy5ndP"
1240,0,The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD
1241,0,Great afternoon in Ohio &amp; a great evening in Pennsylvania - departing now. See you tomorrow Virginia! https://t.co/jQTQYBFpdb
1242,1,"Barack, Michelle, Joe, Bernie, Elizabeth, Bill, Tim, Hillary, and more: Watch the best moments from the DNC.
https://t.co/EWJr9oXweD"
1243,0,"Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9"
1244,0,".@realDonaldTrump stops by overflow room in Mechanicsburg, Pennsylvania- prior to main rally. #TrumpMovement #MAGA🇺🇸 https://t.co/aFLka9ZJRn"
1245,1,Road trip: Tag along on Hillary and @TimKaine's bus tour through Ohio and Pennsylvania → https://t.co/oA2spAUmu9 https://t.co/xj3HOYaFBc
1246,1,"Trump wants to be our Commander-in-Chief. Here's how he's treated veterans thus far:
https://t.co/iquFJ676Rj"
1247,0,"Thanks to @pnehlen for your kind words, very much appreciated."
1248,0,"Join me in Florida on Wednesday! Daytona &amp; Jacksonville:

Daytona | 3pm- https://t.co/rJjYUbwiLL
Jacksonville | 7pm- https://t.co/zfxeNbr1nq"
1249,0,When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?
1250,1,"Cheryl's husband died serving our country. 

Trump's company scammed her out of money she needed for her family. https://t.co/gfMeiJZ3DW"
1251,0,"Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r"
1252,0,"Thank you Oklahoma &amp; Virginia! 
#MakeAmericaGreatAgain #ImWithYou https://t.co/WUdY7feRvV"
1253,1,.@IAFFLocal5 responds to @realDonaldTrump attack over the weekend. @LauraWalkerKC @JakeSherman @TheFix https://t.co/DIU8kYDItp
1254,1,"Why not carrier pigeons, @realDonaldTrump?
https://t.co/lNrJcakpJW"
1255,0,People believe CNN these days almost as little as they believe Hillary....that's really saying something!
1256,0,When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?
1257,0,"CNN anchors are completely out of touch with everyday people worried about rising crime, failing schools and vanishing jobs."
1258,1,17 Gold Star families write to Trump: “Ours is a sacrifice you will never know.” (via @votevets) https://t.co/rfpcUFLbdn
1259,1,".@FLOTUS brought the house down.
A Muslim family reminded us what America is about.
We shattered a glass ceiling. https://t.co/J6AR3eaNU8"
1260,1,"Kind of assumed Trump's approach would be more RT if by land, like if by sea. https://t.co/ddEI0z9LR9"
1261,0,"Join Governor Mike Pence in Reno, Nevada- tonight at 7pm! Tickets available at: https://t.co/4nLjRGyFYw"
1262,0,"#CrookedHillary 
https://t.co/oHI6xrDJU0"
1263,0,"When I said in an interview that Putin is ""not going into Ukraine, you can mark it down,"" I am saying if I am President. Already in Crimea!"
1264,0,"This story is not about Mr. Khan, who is all over the place doing interviews, but rather RADICAL ISLAMIC TERRORISM and the U.S. Get smart!"
1265,0,"Mr. Khan, who does not know me, viciously attacked me from the stage of the DNC and is now all over T.V. doing the same - Nice!"
1266,1,"Do all the good we can, in all the ways we can, in all the places we can, for all the people we can.
https://t.co/L2qe6FedaN"
1267,0,"Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!"
1268,1,The @HoustonChron endorsed @MittRomney in 2012. Here's why they're endorsing Hillary in 2016: https://t.co/UtZQtQ34fi
1269,0,"""@RealJamesWoods:  Without absolutely OWNING the liberal media, HillaryClinton wouldn't stand a chance. #VoterFraud and #MSM her only hope."""
1270,0,"The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?"
1271,1,"He’s also made clear he’s fully committed to Hillary's policy agenda, which he understands includes repeal of Hyde. https://t.co/lzHg0WpJst"
1272,1,"She is a Gold Star mother, she is Muslim, and she has some words for Donald Trump. https://t.co/KlbmAQ2V0w https://t.co/hs16XIUoZK"
1273,1,"Thank you, @JoeBiden. https://t.co/z1Jb6CrtzH"
1274,1,"Hillary is ""guided by the sacrifice"" of those that give their life to this country. Trump denigrates their families https://t.co/6nCEzUEtjh"
1275,1,"Sarah McBride, the first trans person to speak at a party convention: ""Despite our progress, so much work remains."" https://t.co/Kkt982nCSM"
1276,1,"Their paths may vary, but their call is the same. Meet the women of the U.S. Senate:
https://t.co/tHAcE6LziY"
1277,0,"Captain Khan, killed 12 years ago, was a hero, but this is about RADICAL ISLAMIC TERROR and the weakness of our ""leaders"" to eradicate it!"
1278,1,"There's only one way to talk about Gold Star parents: with honor and respect. Capt. Khan is a hero. Together, we should pray for his family."
1279,1,"A night to remember.
https://t.co/lJ2M2QtFJD"
1280,0,Thank you to all of the television viewers that made my speech at the Republican National Convention #1 over Crooked Hillary and DEMS.
1281,0,Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews
1282,0,"NATO commander agrees members should pay up via @dcexaminer:
https://t.co/VZLDFy707K"
1283,0,"Wow, NATO's top commander just announced that he agrees with me that alliance members must PAY THEIR BILLS. This is a general I will like!"
1284,0,"#CrookedHillary = Obama's third term, which would be terrible news for our economic growth - seen below. https://t.co/y9WJoUaaql"
1285,0,Word is that Crooked Hillary has very small and unenthusiastic crowds in Pennsylvania. Perhaps it is because her husband signed NAFTA?
1286,1,"Our Commander-in-Chief shouldn’t insult and deride our generals, retired or otherwise.

That really should go without saying."
1287,1,"Donald Trump says he wants to ""make America great again.""

Well, he could start by actually making things in America."
1288,1,"We're going to make the biggest investment in new, good-paying jobs since World War II: https://t.co/eSMDdK4HRw"
1289,1,“Donald Trump spoke for 75 minutes and offered zero solutions.” —Hillary on Trump’s convention speech: https://t.co/XpTG9bmbEu
1290,1,“I don’t think President Obama &amp; Vice President Biden get the credit they deserve for saving the American economy.” https://t.co/O4WVMHNmOd
1291,1,"Don’t believe anyone who says “I alone can fix it.”

Those were actually Donald Trump’s words at the Republican convention in Cleveland."
1292,1,We have the most productive workers in the world. We just need to give our people a chance to succeed: https://t.co/AONn3gbach
1293,0,"I turned down a meeting with Charles and David Koch. Much better for them to meet with the puppets of politics, they will do much better!"
1294,0,#CrookedHillary https://t.co/xyoPFJmByp
1295,1,Get live updates from Hillary and @TimKaine's bus tour → https://t.co/8kbj5eeWmS https://t.co/Y2NJ43ovA3
1296,0,"Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!"
1297,0,"Violent crime is rising across the United States, yet the DNC convention ignored it. Crime reduction will be one of my top priorities."
1298,1,"Today in 1965, Pres Johnson signed Medicare &amp; Medicaid into law. We must protect &amp; strengthen these critical programs. That's why #ImWithHer"
1299,0,Just got back from Colorado. The love and enthusiasm at two rallies was incredible. Big crowds!
1300,1,"When any barrier falls in America, it clears the way for everyone. https://t.co/nz6Y29DMwP"
1301,1,Watch: #KhizrKhan asks Mitch McConnell and Paul Ryan to repudiate Trump. Tune in to @TheLastWord for the interview https://t.co/rtp6TJOySL
1302,0,"While I am in OH &amp; PA - you can also join @Mike_Pence in Nevada on Mon!

Carson City: https://t.co/28G3RVbFsn

Reno: https://t.co/4nLjRGyFYw"
1303,0,"Join me Monday in Columbus, Ohio &amp; Harrisburg, Pennsylvania! #MAGA

3pm in OH: https://t.co/DDg0AUsqRq

7pm in PA: https://t.co/VmSLBvL43l"
1304,0,American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the  'American Dream!' https://t.co/yI4Q8FHRjp
1305,0,"""@patrioticpepe: @realDonaldTrump ONLY TRUMP CAN UNITE AMERICA AND FIX OBAMA'S MISTAKES!!! #Trump2016 https://t.co/yB72Bm2muM"""
1306,0,"Thank you Denver, Colorado! 
#MakeAmericaGreatAgain! https://t.co/1KHrLdkOyW"
1307,0,"As usual, Hillary &amp; the Dems are trying to rig the debates so 2 are up against major NFL games. Same as last time w/ Bernie. Unacceptable!"
1308,1,Hillary accepted the Democratic nomination for president on Thursday. (There were balloons.) https://t.co/yURPGlmYkR https://t.co/jbh1J7Oqwx
1309,0,#CrookedHillary Job Application https://t.co/CKXkAlGSiV
1310,0,"Thank you to the amazing law enforcement officers in Colorado!
#MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN"
1311,1,"With the first local transmission of Zika in FL, it’s even more critical for Republicans to stop blocking action: https://t.co/KjmWMDOgDl"
1312,0,Thank you Colorado Springs. Get out &amp; VOTE #TrumpPence16 in November! https://t.co/wK02fWzJey
1313,0,"""Only a Reagan or a Trump-like figure in the White House will achieve this goal."" https://t.co/6a7Ef12giZ"
1314,0,"Even Bill is tired of the lies, SAD! https://t.co/LPk1OkwH9P"
1315,1,"“Contrary to Donald Trump, I believe every time we knock down a barrier in America, it liberates everyone in America.” —Hillary"
1316,0,"I am watching Crooked Hillary speak. Same old stuff, our country needs change!"
1317,1,"""We've got to make this economy work for everyone, not just those at the top."" —Hillary: https://t.co/Et5D2WbDNI"
1318,1,"""Our Founders came together to create one nation because they knew what we know: We are stronger together."" —Hillary"
1319,0,"Wow, my campaign is hearing from more and more Bernie supporters that they will NEVER support Crooked Hillary. She sold them out, V.P. pick!"
1320,0,The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!
1321,1,"""Let’s look to the future with courage and confidence.

Let’s build a better tomorrow for our beloved children."" https://t.co/jcMy9VIuIJ"
1322,0,"Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" Really,I just beat 16 people and am beating her!"
1323,0,"If Michael Bloomberg ran again for Mayor of New York, he wouldn't get 10% of the vote - they would run him out of town!  #NeverHillary"
1324,0,"""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!"
1325,0,"General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD  #NeverHillary"
1326,0,Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets: https://t.co/DvP8p7ueNU
1327,0,"""@AnnCoulter: ""I believe in science"" Dem code for ""we're shutting down coal mines, steel plants and any other remaining manufacturing"""""
1328,0,"CAMPAIGN STATEMENT: 
https://t.co/RNW3ED2ifR"
1329,0,"Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!"
1330,0,The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!
1331,1,The next president—and her husband. https://t.co/W5A0rHs21y
1332,1,"Let's go win this, together. https://t.co/vCKpROauyZ"
1333,0,No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.
1334,0,"Hillary's wars in the Middle East have unleashed destruction, terrorism and ISIS across the world."
1335,0,"Hillary's vision is a borderless world where working people have no power, no jobs, no safety."
1336,0,Hillary will never reform Wall Street. She is owned by Wall Street!
1337,0,Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.
1338,0,"Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country."
1339,1,Thank you. https://t.co/zTgGmMfHQg
1340,1,"Great speech. She's tested. She's ready. She never quits. That's why Hillary should be our next @POTUS. (She'll get the Twitter handle, too)"
1341,1,"In America, we’re always stronger together. https://t.co/7TJgiJiqzv"
1342,1,"""Yes, the world is watching what we do.
Yes, America's destiny is ours to choose.
So let's be stronger together my fellow Americans!"""
1343,1,"""We lost our mother a few years ago but I miss her every day. And I still hear her voice urging me to keep working, keep fighting for right"""
1344,1,"""She never let me back down from any challenge...she was right. You have to stand up to bullies."" —Hillary on advice from her mom, Dorothy"
1345,1,Let’s put ourselves in the shoes of young black &amp; Latino people who face the effects of systemic racism and feel their lives are disposable.
1346,1,"We need to start listening to each other.
Hearing each other.
Walking in each other’s shoes."
1347,1,"""I'm not here to take away your guns. I just don't want you to be shot by someone who shouldn't have a gun in the first place.” —Hillary"
1348,1,"""Donald Trump can't even handle the rough-and-tumble of a presidential campaign...Imagine him in the Oval Office facing a real crisis."""
1349,1,"""A president should respect the men and women who risk their lives to serve our country."" —Hillary"
1350,1,"""I'm proud that we shaped a global climate agreement. Now we have to hold every country accountable to their commitments"" —Hillary"
1351,1,"""Keeping our nation safe and honoring the people who do that work will be my highest priority.” —Hillary"
1352,1,"""Donald Trump says he wants to make America great again—well, he could start by actually making things in America again."" —Hillary"
1353,1,"""Please explain to me what part of America First leads him to make Trump ties in China, not Colorado. Trump suits in Mexico, not Michigan."""
1354,1,"""Remember what the president said last night: Don’t boo, vote!” —Hillary: https://t.co/xahMq2KuSY"
1355,1,"""In Atlantic City…you will find contractors and small businesses who lost everything because Donald Trump refused to pay his bills"" —Hillary"
1356,1,"""If fighting for affordable child care and paid family leave is playing the woman card, then deal me in!” —Hillary https://t.co/xdbNvUvcVC"
1357,1,"""Bernie Sanders and I will work together to make college tuition-free for the middle class and debt-free for all."" —Hillary"
1358,1,"“If you believe that your working mother, wife, sister, or daughter deserve equal pay, join us!” —Hillary"
1359,1,"""If you believe we should expand Social Security and protect a woman's right to make her own heath care decisions, join us!” —Hillary"
1360,1,"""If you believe that companies should share profits with their workers, not pad executive bonuses, join us."" —Hillary"
1361,1,"""Comprehensive immigration reform will grow our economy and keep families together, and it’s the right thing to do."" —Hillary"
1362,1,"""When we have millions of hardworking immigrants contributing to our economy, it would be self-defeating and inhumane to kick them out."""
1363,1,"""I believe that climate change is real and that we can save our planet while creating millions of good-paying clean energy jobs."" —Hillary"
1364,1,“We'll pass a constitutional amendment to overturn Citizens United!” —Hillary
1365,1,"""I believe that our economy isn't working the way it should because our democracy isn't working the way it should."" —Hillary"
1366,1,"""My primary mission as president will be to create more opportunity and more good jobs with rising wages right here in the United States."""
1367,1,"“Democrats, we are the party of working people.” —Hillary"
1368,1,"""When any barrier falls in America, for anyone, it clears the way for everyone...when there are no ceilings, the sky’s the limit."" —Hillary"
1369,1,"""I will be a president for Democrats, Republicans, and Independents. For the struggling, the striving and the successful…for all Americans."""
1370,1,"""It’s true: I sweat the details of policy...because it’s not just a detail if it’s your kid, if it’s your family. It’s a big deal."""
1371,1,"""I accept your nomination for president of the United States!” —Hillary https://t.co/3Ffpf7W4Vz"
1372,1,"""Through all these years of public service, the 'service' part has always come easier to me than the 'public' part."" —Hillary"
1373,1,"""It is with humility, determination, and boundless confidence in America’s promise that I accept your nomination for president!"" —Hillary"
1374,1,"""'Stronger Together’ is...not just a slogan for our campaign. It’s a guiding principle for the country we’ve always been."" —Hillary"
1375,1,"""None of us can raise a family, build a business, heal a community or lift a country totally alone.” —Hillary #StrongerTogether"
1376,1,"""Don’t believe anyone who says 'I alone can fix it.’ Yes, those were actually Donald Trump’s words in Cleveland."" —Hillary"
1377,1,"Don’t let anyone tell you that our country is weak—we’re not.

Don’t let anyone tell you we don’t have what it takes—we do."
1378,1,"""We have the most dynamic and diverse people in the world. We have the most tolerant and generous young people we've ever had."" —Hillary"
1379,1,"""We will not ban a religion—we will work with all Americans and our allies to fight and defeat terrorism."" —Hillary"
1380,1,"""We will not build a wall—instead, we will build an economy where everyone who wants a good job can get one."" —Hillary"
1381,1,"FDR came up with the perfect rebuke to Donald Trump more than 80 years ago:

“The only thing we have to fear is fear itself.”"
1382,1,"""Our Founders embraced the enduring truth that we are stronger together.” —Hillary"
1383,1,"""To all of your supporters here and around the country: I want you to know, I've heard you."" —Hillary on @BernieSanders"
1384,1,"""I want to thank Bernie Sanders. Bernie, your campaign inspired millions of Americans.” —Hillary"
1385,1,"""For those of you out there who are just getting to know @TimKaine...he'll make the whole country proud as our vice president."" —Hillary"
1386,1,"""We heard from…@JoeBiden. He spoke from his big heart about our party’s commitment to working people."" —Hillary https://t.co/PHHCeD7YYh"
1387,1,"""Bill, that conversation we started in the law library 45 years ago, it is still going strong.” —Hillary"
1388,1,"""Chelsea, thank you. I am so proud to be your mother and so proud of the woman you’ve become."" —Hillary"
1389,0,"Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT! https://t.co/ezrqVqPtta"
1390,1,"""Regardless of what was happening in her life, she was always, always there for me.” —@ChelseaClinton https://t.co/nuIjrwZC1M"
1391,1,"""Mom, Grandma would be so, so proud of you tonight.” —@ChelseaClinton"
1392,1,"“This November, I’m voting for a woman…who knows women’s rights are human rights…here at home and around the world.” —@ChelseaClinton"
1393,1,"""People ask me all the time: How does she do it?…Here’s how: It’s because she never, ever forgets who she’s fighting for.” —@ChelseaClinton"
1394,1,"""She always feels like there isn’t a moment to lose because she knows that for that mother, for that family, there isn’t.” —@ChelseaClinton"
1395,1,So proud. https://t.co/ketX6fS9NY
1396,1,"""I’m here as a proud American, a proud Democrat, a proud mother, and tonight, in particular, a very, very proud daughter.” —@ChelseaClinton"
1397,1,Getting ready. https://t.co/9ik6n738DO
1398,1,"""That's right—I love Hillary too."" —@KatyPerry https://t.co/N2OI27Go7k"
1399,1,About to head out and accept your nomination for president. I’m so grateful to everyone who made this moment possible. -H
1400,1,Watch live: Get an exclusive look at the @DemConvention before Hillary officially accepts the nomination → https://t.co/XGg70hpYLL
1401,1,"""When Flint's water poisons its children, it hurts all of us. These are our children."" —@JenGranholm https://t.co/9MCjMKaLQQ"
1402,1,"A night we'll never forget.
https://t.co/BOq4CziQsC"
1403,1,"""That's a bunch of malarkey!"" —@JoeBiden, holding exactly nothing back last night. https://t.co/wsAbCgmljy"
1404,1,"""I'm living through history, and my mom and my grandma are finally getting to see it as well."" —Ebony, 21, NC https://t.co/BKe7YtwquO"
1405,1,"It's all happening. Tune in for an exclusive look at the #DemsInPhilly as Hillary officially accepts the nomination.
https://t.co/1Yu5RPLzVb"
1406,0,#CrookedHillary https://t.co/JeXFnO6e3s
1407,1,"You better listen to @RepCleaver — @HillaryClinton won't stay throwed. #DemsInPhilly
https://t.co/QUadl02GPz"
1408,1,"“Al igual que Hillary... he luchado toda mi vida por los derechos humanos, mujeres, trabajadores”  —@DoloresHuerta. https://t.co/fPMb3277J3"
1409,1,Thanks to all who watched and all who fight for LGBT rights. Here are my #DemConvention remarks! #DemsInPhilly https://t.co/ZIcE52ZuZd
1410,1,It was the honor of my life to accept the Democratic nomination for vice president. I won't let you down. https://t.co/91PGJKVsHU
1411,0,"""Dems warn not to underestimate Trump's potential win""
https://t.co/X3xHtjhHpB"
1412,0,Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA https://t.co/A5IF0QHnic
1413,0,Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.
1414,0,"AMERICA'S FUTURE
https://t.co/xymiA0Az7x"
1415,1,"""No matter how daunting the odds; no matter how much people try to knock her down, she never, ever quits."" —@POTUS https://t.co/oJ2rKzubWY"
1416,1,Ready to pass the baton. https://t.co/a0hKQcWDzq
1417,1,"On day three, the #DemsInPhilly officially welcomed @TimKaine to the ticket—and @POTUS brought down the house: https://t.co/gs5u7BjPzg"
1418,0,"Good morning! Join me in Lima, Ohio - tomorrow evening at 7pm. #MAGA
Tickets: https://t.co/sNfhyGeaAH"
1419,0,"Trump makes a funny, obvious joke about Russia going after Hillary's emails &amp; U.S. media goes insane with fury.
He plays them so easily...."
1420,0,Obama Refers to Himself 119 Times During Hillary Nominating Speech... https://t.co/TyJI2DuqEk
1421,0,President Obama spoke last night about a world that doesn’t exist. 70% of the people think our country is going in the wrong direction. #DNC
1422,1,"To: @POTUS
From: All of us https://t.co/swH52dLR6f"
1423,1,"We love you back, @POTUS. https://t.co/S3dEsjwXCo"
1424,0,"""@DavidWohl: Barack is offended that @realDonaldTrump will demand that #NATO allies pay their fair share. #DemsInPhilly"""
1425,1,"""I’m asking you to join me, to reject cynicism...to summon what’s best in us; to elect Hillary Clinton as the next president” —@POTUS"
1426,1,"“You’re who I was talking about twelve years ago, when I talked about hope.” —@POTUS"
1427,1,"""We don’t fear the future; we shape it, we embrace it, as one people, stronger together than we are on our own.” —@POTUS"
1428,1,“Democracy isn’t a spectator sport. America isn’t about 'yes he will.' It’s about 'yes we can.’” —@POTUS
1429,1,"""There has never been a man or a woman more qualified than Hillary Clinton to serve as president."" —@POTUS https://t.co/5xI4BTop7Y"
1430,1,"""We all need to get out and vote for Democrats up and down the ticket, and then hold them accountable until they get the job done.” —@POTUS"
1431,1,"""Democracy works, America, but we gotta want it—not just during an election year, but all the days in between.” —@POTUS"
1432,1,“The American Dream is something no wall will ever contain.” —@POTUS
1433,1,"""She knows that for progress to happen, we have to listen to each other, and see ourselves in each other.” —@POTUS on Hillary"
1434,1,"""America has never been about what one person says he’ll do for us. It’s always been about what can be achieved by us, together.” —@POTUS"
1435,1,"""America is already great. America is already strong &amp; I promise you, our strength, our greatness, does not depend on Donald Trump.” —@POTUS"
1436,1,"""Meanwhile, Donald Trump calls our military a disaster…he suggests America is weak.” —@POTUS"
1437,1,"""I know Hillary won’t relent until ISIL is destroyed.” —@POTUS"
1438,1,"""Hillary Clinton is respected around the world, not just by leaders, but by the people they serve.” —@POTUS"
1439,1,"“Then there’s Donald Trump. He’s not really a plans guy, not really a facts guy either.” —@POTUS"
