id,realDonaldTrump,HillaryClinton
1150,0.060032,0.939968
1151,0.210905,0.789095
1152,0.267604,0.732396
1153,0.851411,0.148589
1154,0.24172,0.75828
1155,0.822719,0.177281
1156,0.358035,0.641965
1157,0.13969,0.86031
1158,0.420936,0.579064
1159,0.224592,0.775408
1160,0.568354,0.431646
1161,0.056488,0.943512
1162,0.191507,0.808493
1163,0.405119,0.594881
1164,0.207631,0.792369
1165,0.189067,0.810933
1166,0.903184,0.096816
1167,0.167328,0.832672
1168,0.676535,0.323465
1169,0.430526,0.569474
1170,0.636705,0.363295
1171,0.847557,0.152443
1172,0.427083,0.572917
1173,0.446358,0.553642
1174,0.928407,0.071593
1175,0.04159,0.95841
1176,0.252194,0.747806
1177,0.081367,0.918633
1178,0.343051,0.656949
1179,0.827847,0.172153
1180,0.529047,0.470953
1181,0.618923,0.381077
1182,0.556621,0.443379
1183,0.431562,0.568438
1184,0.218461,0.781539
1185,0.577253,0.422747
1186,0.336543,0.663457
1187,0.820283,0.179717
1188,0.595933,0.404067
1189,0.285864,0.714136
1190,0.671994,0.328006
1191,0.684408,0.315592
1192,0.768548,0.231452
1193,0.791325,0.208675
1194,0.982766,0.017234
1195,0.75193,0.24807
1196,0.48257,0.51743
1197,0.147904,0.852096
1198,0.051878,0.948122
1199,0.714255,0.285745
1200,0.478534,0.521466
1201,0.64103,0.35897
1202,0.346297,0.653703
1203,0.163255,0.836745
1204,0.528204,0.471796
1205,0.057884,0.942116
1206,0.535235,0.464765
1207,0.146243,0.853757
1208,0.733658,0.266342
1209,0.676795,0.323205
1210,0.62372,0.37628
1211,0.337899,0.662101
1212,0.478733,0.521267
1213,0.113043,0.886957
1214,0.365627,0.634373
1215,0.212671,0.787329
1216,0.875567,0.124433
1217,0.176198,0.823802
1218,0.880051,0.119949
1219,0.788232,0.211768
1220,0.417931,0.582069
1221,0.536329,0.463671
1222,0.674911,0.325089
1223,0.381712,0.618288
1224,0.099223,0.900777
1225,0.895454,0.104546
1226,0.814015,0.185985
1227,0.514513,0.485487
1228,0.568957,0.431043
1229,0.071406,0.928594
1230,0.997267,0.002733
1231,0.312699,0.687301
1232,0.780467,0.219533
1233,0.458138,0.541862
1234,0.634731,0.365269
1235,0.331081,0.668919
1236,0.057259,0.942741
1237,0.289251,0.710749
1238,0.922269,0.077731
1239,0.200569,0.799431
1240,0.631104,0.368896
1241,0.213191,0.786809
1242,0.503599,0.496401
1243,0.340042,0.659958
1244,0.551645,0.448355
1245,0.2518,0.7482
1246,0.819716,0.180284
1247,0.342321,0.657679
1248,0.84838,0.15162
1249,0.188364,0.811636
1250,0.708642,0.291358
1251,0.789093,0.210907
1252,0.709642,0.290358
1253,0.643369,0.356631
1254,0.485087,0.514913
1255,0.404486,0.595514
1256,0.009011,0.990989
1257,0.400481,0.599519
1258,0.204011,0.795989
1259,0.019851,0.980149
1260,0.734132,0.265868
1261,0.696705,0.303295
1262,0.018364,0.981636
1263,0.285894,0.714106
1264,0.141654,0.858346
1265,0.567426,0.432574
1266,0.390006,0.609994
1267,0.814309,0.185691
1268,0.139319,0.860681
1269,0.447336,0.552664
1270,0.443025,0.556975
1271,0.337568,0.662432
1272,0.61175,0.38825
1273,0.220302,0.779698
1274,0.643543,0.356457
1275,0.226563,0.773437
1276,0.299816,0.700184
1277,0.516522,0.483478
1278,0.824314,0.175686
1279,0.435072,0.564928
1280,0.291015,0.708985
1281,0.49129,0.50871
1282,0.85286,0.14714
1283,0.778943,0.221057
1284,0.044389,0.955611
1285,0.759221,0.240779
1286,0.27356,0.72644
1287,0.127261,0.872739
1288,0.072983,0.927017
1289,0.203424,0.796576
1290,0.350872,0.649128
1291,0.865076,0.134924
1292,0.494665,0.505335
1293,0.876675,0.123325
1294,0.061022,0.938978
1295,0.423516,0.576484
1296,0.28714,0.71286
1297,0.472243,0.527757
1298,0.242375,0.757625
1299,0.437936,0.562064
1300,0.883163,0.116837
1301,0.017864,0.982136
1302,0.047416,0.952584
1303,0.526394,0.473606
1304,0.591747,0.408253
1305,0.389326,0.610674
1306,0.970591,0.029409
1307,0.718357,0.281643
1308,0.063505,0.936495
1309,0.143205,0.856795
1310,0.662159,0.337841
1311,0.291261,0.708739
1312,0.376247,0.623753
1313,0.762482,0.237518
1314,0.246376,0.753624
1315,0.891741,0.108259
1316,0.086843,0.913157
1317,0.757924,0.242076
1318,0.068297,0.931703
1319,0.587148,0.412852
1320,0.838653,0.161347
1321,0.105763,0.894237
1322,0.315692,0.684308
1323,0.048485,0.951515
1324,0.504161,0.495839
1325,0.948427,0.051573
1326,0.682426,0.317574
1327,0.000947,0.999053
1328,0.950545,0.049455
1329,0.373509,0.626491
1330,0.720751,0.279249
1331,0.386647,0.613353
1332,0.848652,0.151348
1333,0.648187,0.351813
1334,0.270223,0.729777
1335,0.0302,0.9698
1336,0.520113,0.479887
1337,0.361174,0.638826
1338,0.247258,0.752742
1339,0.1163,0.8837
1340,0.045186,0.954814
1341,0.102145,0.897855
1342,0.055179,0.944821
1343,0.576467,0.423533
1344,0.135437,0.864563
1345,0.098652,0.901348
1346,0.577466,0.422534
1347,0.743821,0.256179
1348,0.98255,0.01745
1349,0.780318,0.219682
1350,0.528655,0.471345
1351,0.244822,0.755178
1352,0.846777,0.153223
1353,0.934337,0.065663
1354,0.271838,0.728162
1355,0.682776,0.317224
1356,0.804302,0.195698
1357,0.199109,0.800891
1358,0.922048,0.077952
1359,0.881908,0.118092
1360,0.896081,0.103919
1361,0.292279,0.707721
1362,0.501306,0.498694
1363,0.737418,0.262582
1364,0.459323,0.540677
1365,0.397366,0.602634
1366,0.434768,0.565232
1367,0.635863,0.364137
1368,0.486066,0.513934
1369,0.486882,0.513118
1370,0.926588,0.073412
1371,0.022319,0.977681
1372,0.179098,0.820902
1373,0.975037,0.024963
1374,0.794981,0.205019
1375,0.994852,0.005148
1376,0.029649,0.970351
1377,0.584024,0.415976
1378,0.21299,0.78701
1379,0.98013,0.01987
1380,0.751611,0.248389
1381,0.834746,0.165254
1382,0.542596,0.457404
1383,0.291416,0.708584
1384,0.472013,0.527987
1385,0.338295,0.661705
1386,0.126688,0.873312
1387,0.402375,0.597625
1388,0.152071,0.847929
1389,0.438556,0.561444
1390,0.666964,0.333036
1391,0.131549,0.868451
1392,0.537449,0.462551
1393,0.414914,0.585086
1394,0.77649,0.22351
1395,0.242419,0.757581
1396,0.025571,0.974429
1397,0.2387,0.7613
1398,0.98118,0.01882
1399,0.456541,0.543459
1400,0.170023,0.829977
1401,0.862562,0.137438
1402,0.184582,0.815418
1403,0.21231,0.78769
1404,0.783684,0.216316
1405,0.007692,0.992308
1406,0.650691,0.349309
1407,0.281645,0.718355
1408,0.320615,0.679385
1409,0.773009,0.226991
1410,0.749016,0.250984
1411,0.632861,0.367139
1412,0.729027,0.270973
1413,0.088177,0.911823
1414,0.620207,0.379793
1415,0.090478,0.909522
1416,0.193673,0.806327
1417,0.99329,0.00671
1418,0.729168,0.270832
1419,0.626685,0.373315
1420,0.710684,0.289316
1421,0.640909,0.359091
1422,0.489824,0.510176
1423,0.538385,0.461615
1424,0.536768,0.463232
1425,0.295344,0.704656
1426,0.113276,0.886724
1427,0.983237,0.016763
1428,0.197979,0.802021
1429,0.109716,0.890284
1430,0.358787,0.641213
1431,0.418944,0.581056
1432,0.665412,0.334588
1433,0.27387,0.72613
1434,0.096338,0.903662
1435,0.17609,0.82391
1436,0.048286,0.951714
1437,0.025765,0.974235
1438,0.925283,0.074717
1439,0.543443,0.456557
1440,0.424613,0.575387
1441,0.807139,0.192861
1442,0.041206,0.958794
1443,0.862865,0.137135
1444,0.815948,0.184052
1445,0.866831,0.133169
1446,0.948298,0.051702
1447,0.741781,0.258219
1448,0.2508,0.7492
1449,0.918086,0.081914
1450,0.833068,0.166932
1451,0.133035,0.866965
1452,0.315828,0.684172
1453,0.30058,0.69942
1454,0.444959,0.555041
1455,0.720454,0.279546
1456,0.598674,0.401326
1457,0.225811,0.774189
1458,0.454152,0.545848
1459,0.942271,0.057729
1460,0.874999,0.125001
1461,0.255649,0.744351
1462,0.163855,0.836145
1463,0.644165,0.355835
1464,0.136991,0.863009
1465,0.54191,0.45809
1466,0.932218,0.067782
1467,0.582327,0.417673
1468,0.10356,0.89644
1469,0.975231,0.024769
1470,0.448654,0.551346
1471,0.326437,0.673563
1472,0.969816,0.030184
1473,0.445996,0.554004
1474,0.832357,0.167643
1475,0.750696,0.249304
1476,0.198429,0.801571
1477,0.633941,0.366059
1478,0.658941,0.341059
1479,0.491316,0.508684
1480,0.83892,0.16108
1481,0.913384,0.086616
1482,0.85895,0.14105
1483,0.441597,0.558403
1484,0.440305,0.559695
1485,0.604766,0.395234
1486,0.532101,0.467899
1487,0.060798,0.939202
1488,0.360456,0.639544
1489,0.990639,0.009361
1490,0.096255,0.903745
1491,0.789019,0.210981
1492,0.36442,0.63558
1493,0.146735,0.853265
1494,0.328847,0.671153
1495,0.912677,0.087323
1496,0.526404,0.473596
1497,0.698108,0.301892
1498,0.560856,0.439144
1499,0.151633,0.848367
1500,0.392454,0.607546
1501,0.8259,0.1741
1502,0.97151,0.02849
1503,0.084339,0.915661
1504,0.45057,0.54943
1505,0.185311,0.814689
1506,0.123114,0.876886
1507,0.876846,0.123154
1508,0.19645,0.80355
1509,0.020553,0.979447
1510,0.733492,0.266508
1511,0.081901,0.918099
1512,0.207884,0.792116
1513,0.151887,0.848113
1514,0.232735,0.767265
1515,0.589701,0.410299
1516,0.379056,0.620944
1517,0.453649,0.546351
1518,0.436709,0.563291
1519,0.133144,0.866856
1520,0.774023,0.225977
1521,0.011769,0.988231
1522,0.802935,0.197065
1523,0.675392,0.324608
1524,0.205825,0.794175
1525,0.890792,0.109208
1526,0.275988,0.724012
1527,0.733709,0.266291
1528,0.287214,0.712786
1529,0.998965,0.001035
1530,0.589643,0.410357
1531,0.235732,0.764268
1532,0.270833,0.729167
1533,0.699808,0.300192
1534,0.079571,0.920429
1535,0.583291,0.416709
1536,0.528985,0.471015
1537,0.210992,0.789008
1538,0.808888,0.191112
1539,0.707606,0.292394
1540,0.480647,0.519353
1541,0.304814,0.695186
1542,0.873621,0.126379
1543,0.80285,0.19715
1544,0.625004,0.374996
1545,0.883295,0.116705
1546,0.907365,0.092635
1547,0.810374,0.189626
1548,0.014723,0.985277
1549,0.402562,0.597438
1550,0.318101,0.681899
1551,0.392711,0.607289
1552,0.054835,0.945165
1553,0.962365,0.037635
1554,0.04273,0.95727
1555,0.316479,0.683521
1556,0.305134,0.694866
1557,0.090487,0.909513
1558,0.654879,0.345121
1559,0.647593,0.352407
1560,0.1297,0.8703
1561,0.122477,0.877523
1562,0.396798,0.603202
1563,0.119696,0.880304
1564,0.995382,0.004618
1565,0.237761,0.762239
1566,0.144484,0.855516
1567,0.080825,0.919175
1568,0.636507,0.363493
1569,0.683321,0.316679
1570,0.009214,0.990786
1571,0.999282,0.000718
1572,0.18561,0.81439
1573,0.557713,0.442287
1574,0.07436,0.92564
1575,0.150344,0.849656
1576,0.185027,0.814973
1577,0.121412,0.878588
1578,0.040694,0.959306
1579,0.472691,0.527309
1580,0.869532,0.130468
1581,0.93595,0.06405
1582,0.070116,0.929884
1583,0.791053,0.208947
1584,0.049708,0.950292
1585,0.552566,0.447434
1586,0.966667,0.033333
1587,0.722466,0.277534
1588,0.565006,0.434994
1589,0.687253,0.312747
1590,0.155589,0.844411
1591,0.726337,0.273663
1592,0.001579,0.998421
1593,0.808977,0.191023
1594,0.393626,0.606374
1595,0.889688,0.110312
1596,0.706887,0.293113
1597,0.995119,0.004881
1598,0.82083,0.17917
1599,0.597729,0.402271
1600,0.217667,0.782333
1601,0.024685,0.975315
1602,0.165807,0.834193
1603,0.31764,0.68236
1604,0.097204,0.902796
1605,0.906074,0.093926
1606,0.515741,0.484259
1607,0.401305,0.598695
1608,0.480408,0.519592
1609,0.599595,0.400405
1610,0.622684,0.377316
1611,0.307283,0.692717
1612,0.21673,0.78327
1613,0.89661,0.10339
1614,0.665836,0.334164
1615,0.164204,0.835796
1616,0.127389,0.872611
1617,0.297604,0.702396
1618,0.409602,0.590398
1619,0.764924,0.235076
1620,0.826636,0.173364
1621,0.282966,0.717034
1622,0.653714,0.346286
1623,0.844931,0.155069
1624,0.69792,0.30208
1625,0.830169,0.169831
1626,0.339441,0.660559
1627,0.097391,0.902609
1628,0.799217,0.200783
1629,0.10221,0.89779
1630,0.405055,0.594945
1631,0.90633,0.09367
1632,0.422606,0.577394
1633,0.692402,0.307598
1634,0.759325,0.240675
1635,0.618649,0.381351
1636,0.843721,0.156279
1637,0.987813,0.012187
1638,0.752786,0.247214
1639,0.043373,0.956627
1640,0.803747,0.196253
1641,0.580629,0.419371
1642,0.905621,0.094379
1643,0.413805,0.586195
1644,0.234195,0.765805
1645,0.878901,0.121099
1646,0.95613,0.04387
1647,0.106352,0.893648
1648,0.99453,0.00547
1649,0.546296,0.453704
1650,0.72538,0.27462
1651,0.625768,0.374232
1652,0.593561,0.406439
1653,0.436977,0.563023
1654,0.484245,0.515755
1655,0.704293,0.295707
1656,0.793476,0.206524
1657,0.388212,0.611788
1658,0.334515,0.665485
1659,0.174183,0.825817
1660,0.023654,0.976346
1661,0.140858,0.859142
1662,0.140667,0.859333
1663,0.003264,0.996736
1664,0.493546,0.506454
1665,0.145839,0.854161
1666,0.415413,0.584587
1667,0.759754,0.240246
1668,0.854029,0.145971
1669,0.840411,0.159589
1670,0.305456,0.694544
1671,0.427179,0.572821
1672,0.287735,0.712265
1673,0.766752,0.233248
1674,0.31202,0.68798
1675,0.411472,0.588528
1676,0.422307,0.577693
1677,0.516918,0.483082
1678,0.43595,0.56405
1679,0.846494,0.153506
1680,0.091546,0.908454
1681,0.458269,0.541731
1682,0.419345,0.580655
1683,0.450023,0.549977
1684,0.130402,0.869598
1685,0.684034,0.315966
1686,0.024833,0.975167
1687,0.77944,0.22056
1688,0.769238,0.230762
1689,0.783944,0.216056
1690,0.924168,0.075832
1691,0.186941,0.813059
1692,0.279651,0.720349
1693,0.813078,0.186922
1694,0.707947,0.292053
1695,0.912248,0.087752
1696,0.857242,0.142758
1697,0.768211,0.231789
1698,0.31933,0.68067
1699,0.321963,0.678037
1700,0.938036,0.061964
